Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,txn_velocity,engagement_decay,credit_utilisation,product_density,avg_transaction_value,contact_intensity,split
41,0,1,2,2,1,0,28,1,3,1,8482.0,585,7897.0,0.624,4245,74,0.897,0.069,0,2.642857142857143,0.10714285714285714,0.06896958264560245,0.03571428571428571,57.36486486486486,0.03571428571428571,train
53,1,3,0,1,3,0,40,4,4,4,6052.0,1720,4332.0,0.683,1476,37,0.423,0.284,0,0.925,0.1,0.28420356906807664,0.1,39.891891891891895,0.1,train
44,0,3,6,0,1,0,34,2,3,2,1689.0,0,1689.0,0.202,1588,37,0.276,0.0,1,1.088235294117647,0.08823529411764706,0.0,0.058823529411764705,42.91891891891892,0.058823529411764705,train
60,1,0,2,1,1,0,41,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,0,0.7317073170731707,0.04878048780487805,0.7648494711147275,0.07317073170731707,41.266666666666666,0.0975609756097561,train
56,0,2,6,1,4,0,36,6,2,1,1971.0,922,1049.0,0.762,4827,84,0.867,0.468,0,2.3333333333333335,0.05555555555555555,0.46778285134449515,0.16666666666666666,57.464285714285715,0.027777777777777776,train
54,1,1,5,2,2,0,48,5,2,3,14948.0,2158,12790.0,0.844,3094,56,1.0,0.144,0,1.1666666666666667,0.041666666666666664,0.14436713941664436,0.10416666666666667,55.25,0.0625,train
35,1,3,4,2,3,3,29,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054,0,2.103448275862069,0.10344827586206896,0.05423571676903465,0.1724137931034483,36.50819672131148,0.06896551724137931,train
43,0,2,6,2,4,3,24,1,1,3,10272.0,1523,8749.0,0.869,14321,113,0.794,0.148,0,4.708333333333333,0.041666666666666664,0.1482671339563863,0.041666666666666664,126.73451327433628,0.125,train
52,1,2,0,1,3,0,36,1,2,2,9959.0,1049,8910.0,0.976,15195,99,0.941,0.105,0,2.75,0.05555555555555555,0.10533186062857716,0.027777777777777776,153.4848484848485,0.05555555555555555,train
39,0,5,0,2,4,0,30,4,1,2,4710.0,1869,2841.0,0.858,4719,91,0.655,0.397,0,3.033333333333333,0.03333333333333333,0.39681528662420384,0.13333333333333333,51.857142857142854,0.06666666666666667,train
32,0,3,4,1,1,0,26,4,3,3,3174.0,2084,1090.0,0.636,4508,83,1.075,0.657,0,3.1923076923076925,0.11538461538461539,0.6565847511027095,0.15384615384615385,54.31325301204819,0.11538461538461539,train
57,0,2,6,2,4,0,46,5,2,2,5443.0,1889,3554.0,0.421,4416,64,0.6,0.347,0,1.391304347826087,0.043478260869565216,0.3470512584971523,0.10869565217391304,69.0,0.043478260869565216,train
50,1,1,0,1,3,0,36,5,2,3,2418.0,1720,698.0,1.019,3896,58,0.812,0.711,0,1.6111111111111112,0.05555555555555555,0.7113316790736146,0.1388888888888889,67.17241379310344,0.08333333333333333,train
55,0,5,3,2,4,0,49,6,2,1,2177.0,1472,705.0,0.787,5228,77,0.674,0.676,0,1.5714285714285714,0.04081632653061224,0.6761598530087276,0.12244897959183673,67.8961038961039,0.02040816326530612,train
53,1,2,0,2,0,1,36,2,1,1,34516.0,1051,33465.0,0.863,8938,114,0.676,0.03,0,3.1666666666666665,0.027777777777777776,0.03044964654073473,0.05555555555555555,78.40350877192982,0.027777777777777776,train
52,1,0,6,2,0,0,48,4,5,5,13114.0,2247,10867.0,1.003,2474,51,0.417,0.171,1,1.0625,0.10416666666666667,0.17134360225712977,0.08333333333333333,48.509803921568626,0.10416666666666667,train
38,1,2,6,2,3,0,28,4,3,2,20241.0,1203,19038.0,0.66,1102,31,0.632,0.059,0,1.1071428571428572,0.10714285714285714,0.05943382243960279,0.14285714285714285,35.54838709677419,0.07142857142857142,train
46,0,4,1,0,4,0,38,4,3,2,4120.0,1578,2542.0,0.379,4792,81,0.588,0.383,0,2.1315789473684212,0.07894736842105263,0.38300970873786405,0.10526315789473684,59.160493827160494,0.05263157894736842,train
56,1,2,3,3,0,0,52,6,2,2,23362.0,1453,21909.0,0.848,15399,116,0.841,0.062,0,2.230769230769231,0.038461538461538464,0.0621950175498673,0.11538461538461539,132.75,0.038461538461538464,train
59,0,1,3,1,4,0,50,1,4,3,5043.0,743,4300.0,0.805,10170,66,0.784,0.147,1,1.32,0.08,0.14733293674400158,0.02,154.0909090909091,0.06,train
48,0,3,6,3,1,0,42,2,1,1,9742.0,2517,7225.0,0.692,13082,92,0.804,0.258,0,2.1904761904761907,0.023809523809523808,0.2583658386368302,0.047619047619047616,142.19565217391303,0.023809523809523808,train
41,0,2,2,2,4,0,21,2,3,3,3624.0,1641,1983.0,0.833,15824,121,0.779,0.453,0,5.761904761904762,0.14285714285714285,0.45281456953642385,0.09523809523809523,130.77685950413223,0.14285714285714285,train
40,1,3,2,0,3,0,31,4,2,3,27374.0,1509,25865.0,0.803,4231,60,0.714,0.055,0,1.935483870967742,0.06451612903225806,0.05512530138087236,0.12903225806451613,70.51666666666667,0.0967741935483871,train
61,1,0,2,2,1,0,56,2,5,4,3984.0,2245,1739.0,0.612,1821,39,0.696,0.564,1,0.6964285714285714,0.08928571428571429,0.563504016064257,0.03571428571428571,46.69230769230769,0.07142857142857142,train
32,1,0,3,1,0,0,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0,1,0.37037037037037035,0.1111111111111111,0.0,0.1111111111111111,69.5,0.14814814814814814,train
42,1,4,2,2,1,0,33,5,3,2,2654.0,1489,1165.0,0.668,4767,82,0.673,0.561,0,2.484848484848485,0.09090909090909091,0.5610399397136397,0.15151515151515152,58.13414634146341,0.06060606060606061,train
56,1,1,5,3,2,0,43,5,1,4,3110.0,2378,732.0,0.974,3395,75,0.829,0.765,0,1.744186046511628,0.023255813953488372,0.7646302250803858,0.11627906976744186,45.266666666666666,0.09302325581395349,train
47,0,3,2,1,4,0,27,3,3,0,1451.0,0,1451.0,0.5,3866,72,0.714,0.0,0,2.6666666666666665,0.1111111111111111,0.0,0.1111111111111111,53.69444444444444,0.0,train
55,0,2,5,1,4,0,44,5,2,3,1669.0,1000,669.0,0.717,4085,69,0.971,0.599,0,1.5681818181818181,0.045454545454545456,0.5991611743559018,0.11363636363636363,59.20289855072464,0.06818181818181818,train
43,0,2,4,1,4,0,31,6,1,1,2837.0,1807,1030.0,0.609,4279,83,0.627,0.637,0,2.6774193548387095,0.03225806451612903,0.6369404300317236,0.1935483870967742,51.55421686746988,0.03225806451612903,train
64,0,0,2,2,5,0,56,3,2,4,4100.0,863,3237.0,0.992,3593,51,0.821,0.21,0,0.9107142857142857,0.03571428571428571,0.21048780487804877,0.05357142857142857,70.45098039215686,0.07142857142857142,train
48,0,2,2,2,4,0,36,2,2,3,3352.0,2122,1230.0,0.701,14802,106,0.797,0.633,0,2.9444444444444446,0.05555555555555555,0.633054892601432,0.05555555555555555,139.64150943396226,0.08333333333333333,train
63,1,0,1,2,5,0,47,6,4,3,7306.0,0,7306.0,0.875,2445,43,0.593,0.0,1,0.9148936170212766,0.0851063829787234,0.0,0.1276595744680851,56.86046511627907,0.06382978723404255,train
43,0,5,5,2,4,0,36,5,3,4,2689.0,2384,305.0,0.365,1941,53,0.656,0.887,1,1.4722222222222223,0.08333333333333333,0.8865749349200446,0.1388888888888889,36.62264150943396,0.1111111111111111,train
43,0,3,0,2,4,0,33,4,2,2,5702.0,2165,3537.0,0.79,14970,120,0.935,0.38,0,3.6363636363636362,0.06060606060606061,0.3796913363732024,0.12121212121212122,124.75,0.06060606060606061,train
51,0,2,6,1,1,0,36,2,3,2,1438.3,1141,297.3,0.69,4485,85,0.889,0.793,0,2.361111111111111,0.08333333333333333,0.793297643050824,0.05555555555555555,52.76470588235294,0.05555555555555555,train
49,1,4,3,1,2,0,36,6,3,2,12938.0,661,12277.0,0.725,1282,32,0.778,0.051,0,0.8888888888888888,0.08333333333333333,0.05108981295408873,0.16666666666666666,40.0625,0.05555555555555555,train
45,1,3,2,3,2,0,35,3,3,3,10290.0,753,9537.0,0.858,4326,81,0.761,0.073,0,2.3142857142857145,0.08571428571428572,0.07317784256559767,0.08571428571428572,53.407407407407405,0.08571428571428572,train
60,1,0,1,3,1,3,53,4,2,1,16541.0,1428,15113.0,0.846,4352,82,0.907,0.086,0,1.5471698113207548,0.03773584905660377,0.08633093525179857,0.07547169811320754,53.073170731707314,0.018867924528301886,train
44,1,3,0,1,1,0,30,2,3,3,9317.0,847,8470.0,0.765,4121,81,0.723,0.091,0,2.7,0.1,0.09090909090909091,0.06666666666666667,50.876543209876544,0.1,train
50,1,2,2,1,1,0,40,4,3,2,5435.0,1243,4192.0,0.749,16202,117,0.671,0.229,0,2.925,0.075,0.22870285188592457,0.1,138.47863247863248,0.05,train
56,0,2,5,2,5,0,36,5,3,4,2500.0,1298,1202.0,0.626,3673,72,0.565,0.519,0,2.0,0.08333333333333333,0.5192,0.1388888888888889,51.013888888888886,0.1111111111111111,train
45,0,4,2,2,4,0,33,2,1,3,3001.0,2055,946.0,0.838,4662,70,0.628,0.685,0,2.121212121212121,0.030303030303030304,0.6847717427524158,0.06060606060606061,66.6,0.09090909090909091,train
67,1,0,2,1,1,0,56,4,2,1,5876.0,1297,4579.0,1.012,2133,55,0.719,0.221,0,0.9821428571428571,0.03571428571428571,0.2207283866575902,0.07142857142857142,38.78181818181818,0.017857142857142856,train
42,0,4,2,1,4,0,28,5,2,4,2205.0,1245,960.0,0.925,4921,90,0.8,0.565,0,3.2142857142857144,0.07142857142857142,0.564625850340136,0.17857142857142858,54.67777777777778,0.14285714285714285,train
47,1,4,2,2,3,0,41,5,3,2,26442.0,1642,24800.0,0.651,1403,40,0.429,0.062,0,0.975609756097561,0.07317073170731707,0.06209817714242493,0.12195121951219512,35.075,0.04878048780487805,train
52,0,3,4,2,4,0,45,5,1,3,2555.0,1701,854.0,1.492,3127,45,1.25,0.666,0,1.0,0.022222222222222223,0.6657534246575343,0.1111111111111111,69.4888888888889,0.06666666666666667,train
54,0,2,1,0,4,0,43,6,1,3,1438.3,1120,318.3,0.817,4880,77,0.75,0.779,0,1.7906976744186047,0.023255813953488372,0.7786970729333241,0.13953488372093023,63.37662337662338,0.06976744186046512,train
48,1,3,5,1,0,0,36,5,2,4,34516.0,787,33729.0,0.763,1312,32,0.6,0.023,1,0.8888888888888888,0.05555555555555555,0.02280101981689651,0.1388888888888889,41.0,0.1111111111111111,train
48,1,3,1,0,3,0,33,4,1,2,10292.0,0,10292.0,0.656,15148,111,0.79,0.0,0,3.3636363636363638,0.030303030303030304,0.0,0.12121212121212122,136.46846846846847,0.06060606060606061,train
42,0,3,6,1,4,0,36,2,3,3,2515.0,1453,1062.0,0.649,4025,74,0.805,0.578,0,2.0555555555555554,0.08333333333333333,0.5777335984095427,0.05555555555555555,54.391891891891895,0.08333333333333333,train
50,1,2,0,1,2,0,36,2,2,1,12299.0,1664,10635.0,0.879,15060,90,0.915,0.135,0,2.5,0.05555555555555555,0.1352955524839418,0.05555555555555555,167.33333333333334,0.027777777777777776,train
31,1,1,3,1,2,0,24,2,1,3,4328.0,1493,2835.0,0.651,14731,120,0.765,0.345,0,5.0,0.041666666666666664,0.3449630314232902,0.08333333333333333,122.75833333333334,0.125,train
38,0,3,3,1,5,0,29,4,2,2,11327.0,1528,9799.0,1.142,2033,38,0.727,0.135,0,1.3103448275862069,0.06896551724137931,0.13489891409905536,0.13793103448275862,53.5,0.06896551724137931,train
38,0,1,2,1,1,0,20,5,1,3,5153.0,2517,2636.0,1.488,3095,63,0.969,0.488,0,3.15,0.05,0.48845332815835435,0.25,49.12698412698413,0.15,train
43,0,2,5,1,4,0,34,6,2,3,8771.0,1662,7109.0,0.555,3779,72,0.756,0.189,0,2.1176470588235294,0.058823529411764705,0.18948808573708814,0.17647058823529413,52.486111111111114,0.08823529411764706,train
44,1,2,2,1,2,0,36,5,6,1,5950.0,1117,4833.0,0.57,4682,89,0.679,0.188,0,2.4722222222222223,0.16666666666666666,0.18773109243697478,0.1388888888888889,52.60674157303371,0.027777777777777776,train
40,0,3,6,1,4,0,31,5,6,1,1811.0,821,990.0,0.773,4290,73,0.78,0.453,0,2.3548387096774195,0.1935483870967742,0.4533406957482054,0.16129032258064516,58.76712328767123,0.03225806451612903,train
48,0,2,2,1,4,0,36,4,1,2,6362.0,1705,4657.0,0.644,5169,84,0.474,0.268,0,2.3333333333333335,0.027777777777777776,0.2679974850675888,0.1111111111111111,61.535714285714285,0.05555555555555555,train
46,1,4,6,0,2,0,32,5,3,3,1438.3,738,700.3,0.709,4368,87,0.74,0.513,0,2.71875,0.09375,0.5131057498435654,0.15625,50.206896551724135,0.09375,train
56,0,4,3,2,1,0,44,3,2,2,2610.0,1988,622.0,0.576,4127,69,0.533,0.762,0,1.5681818181818181,0.045454545454545456,0.7616858237547893,0.06818181818181818,59.81159420289855,0.045454545454545456,train
35,1,3,6,2,1,1,19,1,1,3,22725.0,808,21917.0,0.779,13847,120,0.875,0.036,0,6.315789473684211,0.05263157894736842,0.035555555555555556,0.05263157894736842,115.39166666666667,0.15789473684210525,train
41,1,4,5,2,3,0,32,4,6,3,21756.0,0,21756.0,0.817,3063,71,0.511,0.0,0,2.21875,0.1875,0.0,0.125,43.140845070422536,0.09375,train
35,0,4,2,2,4,0,29,6,3,0,2118.0,1189,929.0,1.158,4541,60,0.818,0.561,0,2.0689655172413794,0.10344827586206896,0.5613786591123702,0.20689655172413793,75.68333333333334,0.0,train
40,1,3,0,3,1,0,30,2,2,2,4802.0,1701,3101.0,0.532,4821,66,0.65,0.354,0,2.2,0.06666666666666667,0.35422740524781343,0.06666666666666667,73.04545454545455,0.06666666666666667,train
45,1,5,5,1,3,0,34,2,3,3,3435.0,2517,918.0,0.332,5567,51,0.545,0.733,1,1.5,0.08823529411764706,0.7327510917030567,0.058823529411764705,109.15686274509804,0.08823529411764706,train
43,1,3,6,0,2,0,30,3,2,1,2588.0,1669,919.0,0.788,1053,31,0.55,0.645,0,1.0333333333333334,0.06666666666666667,0.6448995363214838,0.1,33.96774193548387,0.03333333333333333,train
55,0,3,2,1,5,0,36,3,2,0,4861.0,1123,3738.0,0.938,1556,40,0.538,0.231,0,1.1111111111111112,0.05555555555555555,0.23102242336967702,0.08333333333333333,38.9,0.0,train
38,1,3,0,2,1,0,19,1,2,4,3458.0,321,3137.0,0.586,2256,40,0.29,0.093,1,2.1052631578947367,0.10526315789473684,0.09282822440717177,0.05263157894736842,56.4,0.21052631578947367,train
51,1,2,5,2,0,0,35,1,2,2,34516.0,1068,33448.0,0.966,16428,123,0.809,0.031,0,3.5142857142857142,0.05714285714285714,0.030942171746436434,0.02857142857142857,133.5609756097561,0.05714285714285714,train
48,1,4,3,1,2,0,30,6,3,3,16575.0,0,16575.0,0.76,3982,77,0.878,0.0,0,2.566666666666667,0.1,0.0,0.2,51.714285714285715,0.1,train
42,0,4,5,0,5,0,38,6,3,2,10039.0,1600,8439.0,0.7,4685,76,0.9,0.159,0,2.0,0.07894736842105263,0.15937842414583125,0.15789473684210525,61.64473684210526,0.05263157894736842,train
37,0,3,6,2,5,0,32,3,4,4,19636.0,1566,18070.0,0.649,2595,58,0.611,0.08,0,1.8125,0.125,0.07975147687920146,0.09375,44.741379310344826,0.125,train
38,1,2,6,1,4,0,25,4,1,3,8740.0,734,8006.0,1.072,2169,38,0.652,0.084,0,1.52,0.04,0.0839816933638444,0.16,57.078947368421055,0.12,train
53,0,3,6,1,1,0,46,6,3,1,2192.0,1146,1046.0,0.622,4756,85,0.735,0.523,0,1.8478260869565217,0.06521739130434782,0.5228102189781022,0.13043478260869565,55.95294117647059,0.021739130434782608,train
60,0,0,0,2,4,0,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,0,0.6,0.01818181818181818,0.5131057498435654,0.09090909090909091,37.15151515151515,0.05454545454545454,train
38,1,1,2,1,2,0,36,6,3,4,2507.0,1544,963.0,0.906,1999,34,0.789,0.616,0,0.9444444444444444,0.08333333333333333,0.6158755484642999,0.16666666666666666,58.794117647058826,0.1111111111111111,train
48,1,4,5,1,3,0,37,5,6,3,30948.0,2404,28544.0,0.609,1511,35,0.207,0.078,0,0.9459459459459459,0.16216216216216217,0.07767868682952049,0.13513513513513514,43.17142857142857,0.08108108108108109,train
49,1,3,5,1,0,0,38,2,3,3,8549.0,0,8549.0,1.023,9192,77,0.791,0.0,1,2.026315789473684,0.07894736842105263,0.0,0.05263157894736842,119.37662337662337,0.07894736842105263,train
44,1,1,2,1,3,0,33,5,4,3,19214.0,0,19214.0,0.998,3407,47,1.136,0.0,0,1.4242424242424243,0.12121212121212122,0.0,0.15151515151515152,72.48936170212765,0.09090909090909091,train
45,1,3,3,0,2,0,40,4,1,2,17576.0,0,17576.0,0.667,3494,67,0.718,0.0,0,1.675,0.025,0.0,0.1,52.149253731343286,0.05,train
58,0,1,1,2,1,3,47,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095,0,0.7872340425531915,0.0425531914893617,0.0953408886490376,0.10638297872340426,38.108108108108105,0.0851063829787234,train
58,0,2,2,2,4,0,47,1,1,2,2127.0,0,2127.0,0.735,4401,65,0.667,0.0,0,1.3829787234042554,0.02127659574468085,0.0,0.02127659574468085,67.70769230769231,0.0425531914893617,train
37,1,3,5,1,3,0,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375,0,1.4193548387096775,0.06451612903225806,0.37529628654200686,0.12903225806451613,58.06818181818182,0.06451612903225806,train
48,1,3,1,0,0,0,36,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,0,1.3333333333333333,0.08333333333333333,0.07292270251477576,0.1111111111111111,35.395833333333336,0.05555555555555555,train
42,1,5,5,1,1,0,34,5,3,2,14281.0,1519,12762.0,0.256,1164,35,0.522,0.106,0,1.0294117647058822,0.08823529411764706,0.10636510048315945,0.14705882352941177,33.25714285714286,0.058823529411764705,train
52,1,3,3,3,3,0,48,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.118,0.106,0,0.75,0.041666666666666664,0.10629592518370073,0.0625,58.02777777777778,0.0,train
47,0,3,5,2,4,0,38,5,3,4,2808.0,2264,544.0,0.544,3562,74,0.682,0.806,0,1.9473684210526316,0.07894736842105263,0.8062678062678063,0.13157894736842105,48.13513513513514,0.10526315789473684,train
59,0,1,5,0,5,0,53,1,3,1,3709.0,1197,2512.0,0.824,5557,82,1.0,0.323,0,1.5471698113207548,0.05660377358490566,0.32272849824750605,0.018867924528301886,67.76829268292683,0.018867924528301886,train
44,0,2,2,1,5,0,37,6,3,2,24221.0,1274,22947.0,0.452,3361,63,0.853,0.053,0,1.7027027027027026,0.08108108108108109,0.052598984352421455,0.16216216216216217,53.34920634920635,0.05405405405405406,train
51,1,4,6,2,0,3,46,2,3,3,34516.0,1279,33237.0,1.02,4615,49,0.581,0.037,1,1.065217391304348,0.06521739130434782,0.03705527871132228,0.043478260869565216,94.18367346938776,0.06521739130434782,train
40,0,3,5,0,1,0,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,0.657,0.344,0,2.0714285714285716,0.03571428571428571,0.3435230024213075,0.10714285714285714,69.53448275862068,0.10714285714285714,train
53,0,3,2,2,1,0,40,6,3,2,1625.0,0,1625.0,0.689,2314,43,0.433,0.0,1,1.075,0.075,0.0,0.15,53.81395348837209,0.05,train
55,1,4,0,1,3,0,40,4,2,5,4047.0,1482,2565.0,0.959,16191,102,0.789,0.366,0,2.55,0.05,0.36619718309859156,0.1,158.73529411764707,0.125,train
53,0,5,6,1,4,0,42,1,2,2,4021.0,1745,2276.0,0.784,14567,120,0.846,0.434,0,2.857142857142857,0.047619047619047616,0.43397164884357126,0.023809523809523808,121.39166666666667,0.047619047619047616,train
44,0,2,2,0,4,0,36,6,3,0,7065.0,990,6075.0,0.503,3758,65,0.711,0.14,0,1.8055555555555556,0.08333333333333333,0.14012738853503184,0.16666666666666666,57.815384615384616,0.0,train
50,0,1,6,1,1,0,40,6,2,2,2661.0,1575,1086.0,0.735,4615,82,0.708,0.592,0,2.05,0.05,0.5918827508455468,0.15,56.28048780487805,0.05,train
32,1,3,2,1,1,0,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15,0,2.388888888888889,0.16666666666666666,0.15030435461214298,0.2777777777777778,44.674418604651166,0.16666666666666666,train
49,1,2,6,1,0,0,34,5,4,2,27732.0,1623,26109.0,0.452,1413,31,0.722,0.059,0,0.9117647058823529,0.11764705882352941,0.05852444829078321,0.14705882352941177,45.58064516129032,0.058823529411764705,train
38,1,3,5,1,2,0,36,5,2,3,3421.0,2308,1113.0,2.037,2269,39,1.053,0.675,0,1.0833333333333333,0.05555555555555555,0.6746565331774335,0.1388888888888889,58.17948717948718,0.08333333333333333,train
63,1,2,3,1,3,0,51,4,2,3,6922.0,1704,5218.0,0.278,1449,28,0.217,0.246,0,0.5490196078431373,0.0392156862745098,0.24617162669748627,0.0784313725490196,51.75,0.058823529411764705,train
57,0,3,0,2,5,0,39,4,1,2,7469.0,1752,5717.0,0.923,2050,46,0.917,0.235,0,1.1794871794871795,0.02564102564102564,0.23456955415718303,0.10256410256410256,44.56521739130435,0.05128205128205128,train
40,1,2,5,1,3,0,29,5,2,3,9109.0,1347,7762.0,0.695,3991,84,0.867,0.148,0,2.896551724137931,0.06896551724137931,0.14787572730266768,0.1724137931034483,47.51190476190476,0.10344827586206896,train
26,0,1,2,2,1,0,20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,0,2.4,0.15,0.46791350900368495,0.3,45.145833333333336,0.15,train
47,1,4,5,1,2,0,43,4,3,1,6519.0,1525,4994.0,0.874,4495,81,1.025,0.234,0,1.8837209302325582,0.06976744186046512,0.23393158459886484,0.09302325581395349,55.49382716049383,0.023255813953488372,train
52,1,2,2,1,3,0,43,6,3,3,11964.0,800,11164.0,0.954,4853,85,0.848,0.067,0,1.9767441860465116,0.06976744186046512,0.06686726847208292,0.13953488372093023,57.09411764705882,0.06976744186046512,train
39,1,1,4,2,1,0,35,5,1,1,2623.0,2121,502.0,0.722,4078,70,0.795,0.809,0,2.0,0.02857142857142857,0.8086160884483415,0.14285714285714285,58.25714285714286,0.02857142857142857,train
48,0,3,3,2,4,0,37,5,3,0,4361.0,806,3555.0,0.627,4518,84,0.75,0.185,0,2.27027027027027,0.08108108108108109,0.1848199954138959,0.13513513513513514,53.785714285714285,0.0,train
37,0,1,2,1,1,0,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201,0,1.103448275862069,0.06896551724137931,0.20141101502048248,0.1724137931034483,43.03125,0.06896551724137931,train
40,0,4,4,2,1,0,28,2,1,2,11642.0,1501,10141.0,0.935,9137,92,0.586,0.129,0,3.2857142857142856,0.03571428571428571,0.12892973715856382,0.07142857142857142,99.31521739130434,0.07142857142857142,train
49,0,0,5,2,4,0,44,3,3,2,2094.0,0,2094.0,0.897,2690,46,0.484,0.0,1,1.0454545454545454,0.06818181818181818,0.0,0.06818181818181818,58.47826086956522,0.045454545454545456,train
42,1,3,3,1,3,0,36,3,2,2,24126.0,948,23178.0,0.616,3342,52,0.677,0.039,0,1.4444444444444444,0.05555555555555555,0.039293708032827654,0.08333333333333333,64.26923076923077,0.05555555555555555,train
55,0,2,6,2,4,0,43,6,1,5,5353.0,1594,3759.0,0.973,4456,79,0.837,0.298,0,1.8372093023255813,0.023255813953488372,0.29777694750607137,0.13953488372093023,56.40506329113924,0.11627906976744186,train
41,1,2,6,2,3,0,34,3,3,1,19110.0,2449,16661.0,1.0,4478,76,0.727,0.128,0,2.235294117647059,0.08823529411764706,0.12815279958137102,0.08823529411764706,58.921052631578945,0.029411764705882353,train
40,1,2,3,0,1,0,35,3,1,1,2430.0,974,1456.0,0.677,4344,75,0.596,0.401,0,2.142857142857143,0.02857142857142857,0.4008230452674897,0.08571428571428572,57.92,0.02857142857142857,train
54,0,5,3,1,5,0,44,5,3,3,5342.0,605,4737.0,0.691,2426,46,0.394,0.113,1,1.0454545454545454,0.06818181818181818,0.11325346312242605,0.11363636363636363,52.73913043478261,0.06818181818181818,train
50,1,2,5,1,1,0,43,1,3,1,12458.0,1332,11126.0,0.68,8752,95,0.863,0.107,0,2.2093023255813953,0.06976744186046512,0.10691924867554985,0.023255813953488372,92.12631578947368,0.023255813953488372,train
44,1,0,3,2,2,0,36,6,3,2,6606.0,2517,4089.0,0.825,4493,68,0.659,0.381,0,1.8888888888888888,0.08333333333333333,0.3810172570390554,0.16666666666666666,66.07352941176471,0.05555555555555555,train
49,1,2,2,1,3,0,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,0,1.6666666666666667,0.05128205128205128,0.08348040945993647,0.07692307692307693,58.55384615384615,0.05128205128205128,train
50,0,3,2,1,4,0,40,3,2,2,2925.0,2065,860.0,0.692,3913,47,1.474,0.706,0,1.175,0.05,0.705982905982906,0.075,83.25531914893617,0.05,train
44,0,4,6,1,5,0,37,4,3,3,5826.0,0,5826.0,0.689,3756,73,0.921,0.0,0,1.972972972972973,0.08108108108108109,0.0,0.10810810810810811,51.45205479452055,0.08108108108108109,train
45,1,4,2,1,1,0,36,5,3,4,4112.0,0,4112.0,0.777,2949,54,1.25,0.0,0,1.5,0.08333333333333333,0.0,0.1388888888888889,54.611111111111114,0.1111111111111111,train
33,0,3,3,1,4,0,21,2,1,3,2831.0,1167,1664.0,0.744,4460,65,0.857,0.412,0,3.0952380952380953,0.047619047619047616,0.4122218297421406,0.09523809523809523,68.61538461538461,0.14285714285714285,train
56,1,2,2,1,3,0,51,3,3,3,12186.0,1080,11106.0,0.842,4785,66,0.65,0.089,0,1.2941176470588236,0.058823529411764705,0.08862629246676514,0.058823529411764705,72.5,0.058823529411764705,train
41,1,2,0,2,0,0,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,0.548,0.276,0,2.03125,0.09375,0.27564219347786484,0.1875,62.84615384615385,0.0625,train
39,1,1,3,1,3,0,28,4,2,4,3327.0,0,3327.0,1.089,1665,36,0.636,0.0,0,1.2857142857142858,0.07142857142857142,0.0,0.14285714285714285,46.25,0.14285714285714285,train
49,1,4,3,1,3,0,40,2,3,2,7667.0,2191,5476.0,0.682,7886,94,0.679,0.286,0,2.35,0.075,0.2857701839050476,0.05,83.8936170212766,0.05,train
55,1,1,5,2,0,0,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096,1,0.5853658536585366,0.0975609756097561,0.09591720316192649,0.07317073170731707,41.0,0.0975609756097561,train
48,0,2,6,2,5,0,38,4,4,3,2792.0,1375,1417.0,0.854,4364,62,0.879,0.492,0,1.631578947368421,0.10526315789473684,0.4924785100286533,0.10526315789473684,70.38709677419355,0.07894736842105263,train
46,1,1,5,1,2,0,34,3,3,4,15060.0,0,15060.0,0.545,1611,42,0.4,0.0,1,1.2352941176470589,0.08823529411764706,0.0,0.08823529411764706,38.357142857142854,0.11764705882352941,train
60,0,0,1,1,4,0,45,5,2,4,1438.3,648,790.3,0.477,1267,27,1.077,0.451,0,0.6,0.044444444444444446,0.45053187791142324,0.1111111111111111,46.925925925925924,0.08888888888888889,train
41,0,3,2,1,4,0,29,1,1,2,2890.0,2150,740.0,0.657,4377,84,0.867,0.744,0,2.896551724137931,0.034482758620689655,0.7439446366782007,0.034482758620689655,52.107142857142854,0.06896551724137931,train
